"Latitude","Longitude","Height"
50.94584,-93.67083,360
50.94584,-93.62083,360
50.94584,-93.57083,366
50.94584,-93.52084,384
50.94584,-93.47083,366
50.94584,-93.42083,384
50.94584,-93.37083,390
50.94584,-93.32083,396
50.94584,-93.27084,390
50.94584,-93.22083,396
50.94584,-93.17083,415
50.94584,-93.12083,372
50.94584,-93.07083,390
50.94584,-93.02084,402
50.94584,-92.97083,390
50.94584,-92.92083,396
50.94584,-92.87083,402
50.94584,-92.82083,408
50.94584,-92.77084,396
50.94584,-92.72083,384
50.94584,-92.67083,390
50.94584,-92.62083,390
50.94584,-92.57083,396
50.94584,-92.52084,396
50.94584,-92.47083,415
50.94584,-92.42083,415
50.94584,-92.37083,415
50.94584,-92.32083,421
50.94584,-92.27084,439
50.94584,-92.22083,433
50.94584,-92.17083,451
50.94584,-92.12083,445
50.94584,-92.07083,421
50.94584,-92.02084,421
50.94584,-91.97083,390
50.94584,-91.92083,390
50.94584,-91.87083,390
50.94584,-91.82083,421
50.94584,-91.77084,396
50.94584,-91.72083,396
50.94584,-91.67083,396
50.94584,-91.62083,421
50.94584,-91.57083,421
50.94584,-91.52084,415
50.94584,-91.47083,427
50.94584,-91.42083,408
50.94584,-91.37083,372
50.94584,-91.32083,372
50.94584,-91.27084,378
50.94584,-91.22083,372
50.94584,-91.17083,372
50.94584,-91.12083,372
50.94584,-91.07083,396
50.94584,-91.02084,384
50.94584,-90.97083,378
50.94584,-90.92083,378
50.94584,-90.87083,421
50.94584,-90.82083,390
50.94584,-90.77084,396
50.94584,-90.72083,421
50.94584,-90.67083,402
50.94584,-90.62083,408
50.94584,-90.57083,427
50.94584,-90.52084,390
50.94584,-90.47083,396
50.94584,-90.42083,384
50.94584,-90.37083,378
50.94584,-90.32083,378
50.94584,-90.27084,378
50.94584,-90.22083,390
50.94584,-90.17083,378
50.94584,-90.12083,378
50.94584,-90.07083,384
50.94584,-90.02084,378
50.99583,-112.4958,853
50.99583,-112.4458,829
50.99583,-112.3958,823
50.99583,-112.3458,786
50.99583,-112.2958,799
50.99583,-112.2458,792
50.99583,-112.1958,768
50.99583,-112.1458,762
50.99583,-112.0958,744
50.99583,-112.0458,732
50.99583,-111.9958,719
50.99583,-111.9458,701
50.99583,-111.8958,713
50.99583,-111.8458,713
50.99583,-111.7958,707
50.99583,-111.7458,707
50.99583,-111.6958,725
50.99583,-111.6458,719
50.99583,-111.5958,707
50.99583,-111.5458,695
50.99583,-111.4958,707
50.99583,-111.4458,713
50.99583,-111.3958,713
50.99583,-111.3458,719
50.99583,-111.2958,732
50.99583,-111.2458,725
50.99583,-111.1958,707
50.99583,-111.1458,738
50.99583,-111.0958,719
50.99583,-111.0458,677
50.99583,-110.9958,701
50.99583,-110.9458,725
50.99583,-110.8958,732
50.99583,-110.8458,768
50.99583,-110.7958,762
50.99583,-110.7458,774
50.99583,-110.6958,805
50.99583,-110.6458,792
50.99583,-110.5958,732
50.99583,-110.5458,762
50.99583,-110.4958,732
50.99583,-110.4458,738
50.99583,-110.3958,738
50.99583,-110.3458,701
50.99583,-110.2958,677
50.99583,-110.2458,634
50.99583,-110.1958,671
50.99583,-110.1458,671
50.99583,-110.0958,634
50.99583,-110.0458,616
50.99583,-109.9958,640
50.99583,-109.9458,683
50.99583,-109.8958,683
50.99583,-109.8458,695
50.99583,-109.7958,701
50.99583,-109.7458,671
50.99583,-109.6958,610
50.99583,-109.6458,610
50.99583,-109.5958,634
50.99583,-109.5458,628
50.99583,-109.4958,671
50.99583,-109.4458,664
50.99583,-109.3958,597
50.99583,-109.3458,610
50.99583,-109.2958,658
50.99583,-109.2458,689
50.99583,-109.1958,701
50.99583,-109.1458,707
50.99583,-109.0958,713
50.99583,-109.0458,719
50.99583,-108.9958,719
50.99583,-108.9458,677
50.99583,-108.8958,561
50.99583,-108.8458,646
50.99583,-108.7958,640
50.99583,-108.7458,634
50.99583,-108.6958,640
50.99583,-108.6458,628
50.99583,-108.5958,622
50.99583,-108.5458,622
50.99583,-108.4958,610
50.99583,-108.4458,573
50.99583,-108.3958,585
50.99583,-108.3458,585
50.99583,-108.2958,604
50.99583,-108.2458,610
50.99583,-108.1958,634
50.99583,-108.1458,640
50.99583,-108.0958,579
50.99583,-108.0458,585
50.99583,-107.9958,591
50.99583,-107.9458,628
50.99583,-107.8958,671
50.99583,-107.8458,738
50.99583,-107.7958,762
50.99583,-107.7458,750
50.99583,-107.6958,701
50.99583,-107.6458,695
50.99583,-107.5958,725
50.99583,-107.5458,719
50.99583,-107.4958,725
50.99583,-107.4458,713
50.99583,-107.3958,701
50.99583,-107.3458,695
50.99583,-107.2958,671
50.99583,-107.2458,634
50.99583,-107.1958,634
50.99583,-107.1458,634
50.99583,-107.0958,634
50.99583,-107.0458,616
50.99583,-106.9958,591
50.99583,-106.9458,591
50.99583,-106.8958,512
50.99583,-106.8458,579
50.99583,-106.7958,579
50.99583,-106.7458,585
50.99583,-106.6958,579
50.99583,-106.6458,579
50.99583,-106.5958,585
50.99583,-106.5458,555
50.99583,-106.4958,549
50.99583,-106.4458,530
50.99583,-106.3958,567
50.99583,-106.3458,567
50.99583,-106.2958,549
50.99583,-106.2458,549
50.99583,-106.1958,573
50.99583,-106.1458,579
50.99583,-106.0958,597
50.99583,-106.0458,604
50.99583,-105.9958,616
50.99583,-105.9458,628
50.99583,-105.8958,628
50.99583,-105.8458,622
50.99583,-105.7958,604
50.99583,-105.7458,567
50.99583,-105.6958,573
50.99583,-105.6458,567
50.99583,-105.5958,555
50.99583,-105.5458,549
50.99583,-105.4958,536
50.99583,-105.4458,530
50.99583,-105.3958,518
50.99583,-105.3458,500
50.99583,-105.2958,494
50.99583,-105.2458,488
50.99583,-105.1958,488
50.99583,-105.1458,500
50.99583,-105.0958,530
50.99583,-105.0458,536
50.99583,-104.9958,536
50.99583,-104.9458,536
50.99583,-104.8958,543
50.99583,-104.8458,561
50.99583,-104.7958,591
50.99583,-104.7458,567
50.99583,-104.6958,561
50.99583,-104.6458,555
50.99583,-104.5958,549
50.99583,-104.5458,555
50.99583,-104.4958,555
50.99583,-104.4458,543
50.99583,-104.3958,549
50.99583,-104.3458,555
50.99583,-104.2958,573
50.99583,-104.2458,591
50.99583,-104.1958,597
50.99583,-104.1458,610
50.99583,-104.0958,610
50.99583,-104.0458,616
50.99583,-103.9958,622
50.99583,-103.9458,622
50.99583,-103.8958,591
50.99583,-103.8458,622
50.99583,-103.7958,628
50.99583,-103.7458,640
50.99583,-103.6958,640
50.99583,-103.6458,652
50.99583,-103.5958,652
50.99583,-103.5458,652
50.99583,-103.4958,664
50.99583,-103.4458,671
50.99583,-103.3958,671
50.99583,-103.3458,640
50.99583,-103.2958,616
50.99583,-103.2458,622
50.99583,-103.1958,622
50.99583,-103.1458,610
50.99583,-103.0958,604
50.99583,-103.0458,597
50.99583,-102.9958,579
50.99583,-102.9458,579
50.99583,-102.8958,573
50.99583,-102.8458,567
50.99583,-102.7958,555
50.99583,-102.7458,549
50.99583,-102.6958,543
50.99583,-102.6458,536
50.99583,-102.5958,530
50.99583,-102.5458,524
50.99583,-102.4958,512
50.99583,-102.4458,512
50.99583,-102.3958,512
50.99583,-102.3458,512
50.99583,-102.2958,518
50.99583,-102.2458,512
50.99583,-102.1958,512
50.99583,-102.1458,524
50.99583,-102.0958,530
50.99583,-102.0458,530
50.99583,-101.9958,530
50.99583,-101.9458,530
50.99583,-101.8958,530
50.99583,-101.8458,530
50.99583,-101.7958,524
50.99583,-101.7458,524
50.99583,-101.6958,524
50.99583,-101.6458,506
50.99583,-101.5958,500
50.99583,-101.5458,494
50.99583,-101.4958,494
50.99583,-101.4458,494
50.99583,-101.3958,469
50.99583,-101.3458,518
50.99583,-101.2958,555
50.99583,-101.2458,573
50.99583,-101.1958,585
50.99583,-101.1458,604
50.99583,-101.0958,634
50.99583,-101.0458,640
50.99583,-100.9958,567
50.99583,-100.9458,567
50.99583,-100.8958,585
50.99583,-100.8458,585
50.99583,-100.7958,579
50.99583,-100.7458,579
50.99583,-100.6958,567
50.99583,-100.6458,567
50.99583,-100.5958,555
50.99583,-100.5458,506
50.99583,-100.4958,488
50.99583,-100.4458,488
50.99583,-100.3958,524
50.99583,-100.3458,488
50.99583,-100.2958,433
50.99583,-100.2458,433
50.99583,-100.1958,396
50.99583,-100.1458,421
50.99583,-100.0958,427
50.99583,-100.0458,451
50.99583,-99.99583,469
50.99583,-99.94583,445
50.99583,-99.89584,360
50.99583,-99.84583,317
50.99583,-99.79583,305
50.99583,-99.74583,293
50.99583,-99.69583,293
50.99583,-99.64584,287
50.99583,-99.59583,287
50.99583,-99.54583,280
50.99583,-99.49583,280
50.99583,-99.44583,280
50.99583,-99.39584,274
50.99583,-99.34583,280
50.99583,-99.29583,287
50.99583,-99.24583,287
50.99583,-99.19583,280
50.99583,-99.14584,274
50.99583,-99.09583,268
50.99583,-99.04583,262
50.99583,-98.99583,256
50.99583,-98.94583,244
50.99583,-98.89584,244
50.99583,-98.84583,244
50.99583,-98.79583,244
50.99583,-98.74583,244
50.99583,-98.69583,244
50.99583,-98.64584,244
50.99583,-98.59583,244
50.99583,-98.54583,244
50.99583,-98.49583,250
50.99583,-98.44583,250
50.99583,-98.39584,250
50.99583,-98.34583,250
50.99583,-98.29583,256
50.99583,-98.24583,262
50.99583,-98.19583,262
50.99583,-98.14584,274
50.99583,-98.09583,274
50.99583,-98.04583,274
50.99583,-97.99583,280
50.99583,-97.94583,274
50.99583,-97.89584,280
50.99583,-97.84583,280
50.99583,-97.79583,280
50.99583,-97.74583,280
50.99583,-97.69583,274
50.99583,-97.64584,268
50.99583,-97.59583,262
50.99583,-97.54583,262
50.99583,-97.49583,262
50.99583,-97.44583,250
50.99583,-97.39584,238
50.99583,-97.34583,232
50.99583,-97.29583,232
50.99583,-97.24583,232
50.99583,-97.19583,232
50.99583,-97.14584,232
50.99583,-97.09583,226
50.99583,-97.04583,219
50.99583,-96.99583,219
50.99583,-96.94583,219
50.99583,-96.89584,213
50.99583,-96.84583,213
50.99583,-96.79583,213
50.99583,-96.74583,213
50.99583,-96.69583,213
50.99583,-96.64584,213
50.99583,-96.59583,213
50.99583,-96.54583,213
50.99583,-96.49583,213
50.99583,-96.44583,213
50.99583,-96.39584,213
50.99583,-96.34583,219
50.99583,-96.29583,226
50.99583,-96.24583,226
50.99583,-96.19583,238
50.99583,-96.14584,238
50.99583,-96.09583,250
50.99583,-96.04583,256
50.99583,-95.99583,262
50.99583,-95.94583,268
50.99583,-95.89584,268
50.99583,-95.84583,274
50.99583,-95.79583,274
50.99583,-95.74583,280
50.99583,-95.69583,274
50.99583,-95.64584,299
50.99583,-95.59583,287
50.99583,-95.54583,305
50.99583,-95.49583,311
50.99583,-95.44583,311
50.99583,-95.39584,311
50.99583,-95.34583,311
50.99583,-95.29583,317
50.99583,-95.24583,317
50.99583,-95.19583,329
50.99583,-95.14584,354
50.99583,-95.09583,354
50.99583,-95.04583,354
50.99583,-94.99583,341
50.99583,-94.94583,360
50.99583,-94.89584,347
50.99583,-94.84583,372
50.99583,-94.79583,372
50.99583,-94.74583,366
50.99583,-94.69583,366
50.99583,-94.64584,384
50.99583,-94.59583,384
50.99583,-94.54583,396
50.99583,-94.49583,402
50.99583,-94.44583,421
50.99583,-94.39584,408
50.99583,-94.34583,408
50.99583,-94.29583,415
50.99583,-94.24583,378
50.99583,-94.19583,390
50.99583,-94.14584,396
50.99583,-94.09583,396
50.99583,-94.04583,360
50.99583,-93.99583,384
50.99583,-93.94583,390
50.99583,-93.89584,372
50.99583,-93.84583,396
50.99583,-93.79583,384
50.99583,-93.74583,366
50.99583,-93.69583,360
50.99583,-93.64584,360
50.99583,-93.59583,360
50.99583,-93.54583,396
50.99583,-93.49583,390
50.99583,-93.44583,396
50.99583,-93.39584,402
50.99583,-93.34583,390
50.99583,-93.29583,390
50.99583,-93.24583,408
50.99583,-93.19583,402
50.99583,-93.14584,402
50.99583,-93.09583,402
50.99583,-93.04583,390
50.99583,-92.99583,384
50.99583,-92.94583,402
50.99583,-92.89584,415
50.99583,-92.84583,415
50.99583,-92.79583,415
50.99583,-92.74583,421
50.99583,-92.69583,421
50.99583,-92.64584,408
50.99583,-92.59583,402
50.99583,-92.54583,390
50.99583,-92.49583,390
50.99583,-92.44583,402
50.99583,-92.39584,433
50.99583,-92.34583,421
50.99583,-92.29583,415
50.99583,-92.24583,445
50.99583,-92.19583,439
50.99583,-92.14584,439
50.99583,-92.09583,427
50.99583,-92.04583,427
50.99583,-91.99583,427
50.99583,-91.94583,427
50.99583,-91.89584,433
50.99583,-91.84583,433
50.99583,-91.79583,427
50.99583,-91.74583,402
50.99583,-91.69583,427
50.99583,-91.64584,415
50.99583,-91.59583,390
50.99583,-91.54583,390
50.99583,-91.49583,402
50.99583,-91.44583,402
50.99583,-91.39584,390
50.99583,-91.34583,384
50.99583,-91.29583,390
50.99583,-91.24583,384
50.99583,-91.19583,372
50.99583,-91.14584,372
50.99583,-91.09583,372
50.99583,-91.04583,372
50.99583,-90.99583,372
50.99583,-90.94583,372
50.99583,-90.89584,372
50.99583,-90.84583,384
50.99583,-90.79583,372
50.99583,-90.74583,384
50.99583,-90.69583,390
50.99583,-90.64584,384
50.99583,-90.59583,384
50.99583,-90.54583,384
50.99583,-90.49583,378
50.99583,-90.44583,396
50.99583,-90.39584,378
50.99583,-90.34583,378
50.99583,-90.29583,378
50.99583,-90.24583,378
50.99583,-90.19583,384
50.99583,-90.14584,384
50.99583,-90.09583,384
50.99583,-90.04583,402
51.04583,-112.4708,894
51.04583,-112.4208,863
51.04583,-112.3708,843
51.04583,-112.3208,796
51.04583,-112.2708,812
51.04583,-112.2208,794
51.04583,-112.1708,776
51.04583,-112.1208,763
51.04583,-112.0708,747
51.04583,-112.0208,740
51.04583,-111.9708,666
51.04583,-111.9208,728
51.04583,-111.8708,723
51.04583,-111.8208,717
51.04583,-111.7708,721
51.04583,-111.7208,714
51.04583,-111.6708,734
51.04583,-111.6208,733
51.04583,-111.5708,729
51.04583,-111.5208,721
51.04583,-111.4708,715
51.04583,-111.4208,718
51.04583,-111.3708,724
51.04583,-111.3208,727
51.04583,-111.2708,712
51.04583,-111.2208,723
51.04583,-111.1708,733
51.04583,-111.1208,742
51.04583,-111.0708,729
51.04583,-111.0208,747
51.04583,-110.9708,743
51.04583,-110.9208,765
51.04583,-110.8708,773
51.04583,-110.8208,763
51.04583,-110.7708,766
51.04583,-110.7208,771
51.04583,-110.6708,792
51.04583,-110.6208,778
51.04583,-110.5708,777
51.04583,-110.5208,792
51.04583,-110.4708,783
51.04583,-110.4208,773
51.04583,-110.3708,747
51.04583,-110.3208,734
51.04583,-110.2708,700
51.04583,-110.2208,701
51.04583,-110.1708,707
51.04583,-110.1208,714
51.04583,-110.0708,686
51.04583,-110.0208,671
51.04583,-109.9708,651
51.04583,-109.9208,695
51.04583,-109.8708,723
51.04583,-109.8208,738
51.04583,-109.7708,671
51.04583,-109.7208,638
51.04583,-109.6708,674
51.04583,-109.6208,678
51.04583,-109.5708,679
51.04583,-109.5208,678
51.04583,-109.4708,680
51.04583,-109.4208,682
51.04583,-109.3708,684
51.04583,-109.3208,681
51.04583,-109.2708,700
51.04583,-109.2208,680
51.04583,-109.1708,671
51.04583,-109.1208,681
51.04583,-109.0708,701
51.04583,-109.0208,701
51.04583,-108.9708,655
51.04583,-108.9208,701
51.04583,-108.8708,671
51.04583,-108.8208,668
51.04583,-108.7708,671
51.04583,-108.7208,664
51.04583,-108.6708,646
51.04583,-108.6208,640
51.04583,-108.5708,636
51.04583,-108.5208,622
51.04583,-108.4708,613
51.04583,-108.4208,594
51.04583,-108.3708,571
51.04583,-108.3208,595
51.04583,-108.2708,657
51.04583,-108.2208,681
51.04583,-108.1708,621
51.04583,-108.1208,592
51.04583,-108.0708,575
51.04583,-108.0208,611
51.04583,-107.9708,647
51.04583,-107.9208,636
51.04583,-107.8708,674
51.04583,-107.8208,762
51.04583,-107.7708,709
51.04583,-107.7208,736
51.04583,-107.6708,701
51.04583,-107.6208,753
51.04583,-107.5708,749
51.04583,-107.5208,732
51.04583,-107.4708,704
51.04583,-107.4208,659
51.04583,-107.3708,625
51.04583,-107.3208,640
51.04583,-107.2708,627
51.04583,-107.2208,609
51.04583,-107.1708,599
51.04583,-107.1208,594
51.04583,-107.0708,586
51.04583,-107.0208,583
51.04583,-106.9708,559
51.04583,-106.9208,527
51.04583,-106.8708,505
51.04583,-106.8208,503
51.04583,-106.7708,503
51.04583,-106.7208,503
51.04583,-106.6708,520
51.04583,-106.6208,536
51.04583,-106.5708,505
51.04583,-106.5208,495
51.04583,-106.4708,506
51.04583,-106.4208,519
51.04583,-106.3708,525
51.04583,-106.3208,536
51.04583,-106.2708,558
51.04583,-106.2208,583
51.04583,-106.1708,600
51.04583,-106.1208,607
51.04583,-106.0708,624
51.04583,-106.0208,659
51.04583,-105.9708,640
51.04583,-105.9208,631
51.04583,-105.8708,611
51.04583,-105.8208,591
51.04583,-105.7708,549
51.04583,-105.7208,583
51.04583,-105.6708,578
51.04583,-105.6208,567
51.04583,-105.5708,556
51.04583,-105.5208,544
51.04583,-105.4708,526
51.04583,-105.4208,508
51.04583,-105.3708,503
51.04583,-105.3208,499
51.04583,-105.2708,490
51.04583,-105.2208,490
51.04583,-105.1708,515
51.04583,-105.1208,528
51.04583,-105.0708,540
51.04583,-105.0208,544
51.04583,-104.9708,539
51.04583,-104.9208,558
51.04583,-104.8708,589
51.04583,-104.8208,594
51.04583,-104.7708,575
51.04583,-104.7208,556
51.04583,-104.6708,549
51.04583,-104.6208,551
51.04583,-104.5708,554
51.04583,-104.5208,560
51.04583,-104.4708,562
51.04583,-104.4208,573
51.04583,-104.3708,579
51.04583,-104.3208,591
51.04583,-104.2708,594
51.04583,-104.2208,613
51.04583,-104.1708,631
51.04583,-104.1208,640
51.04583,-104.0708,633
51.04583,-104.0208,610
51.04583,-103.9708,620
51.04583,-103.9208,625
51.04583,-103.8708,633
51.04583,-103.8208,642
51.04583,-103.7708,646
51.04583,-103.7208,652
51.04583,-103.6708,659
51.04583,-103.6208,667
51.04583,-103.5708,671
51.04583,-103.5208,672
51.04583,-103.4708,674
51.04583,-103.4208,662
51.04583,-103.3708,650
51.04583,-103.3208,639
51.04583,-103.2708,636
51.04583,-103.2208,633
51.04583,-103.1708,625
51.04583,-103.1208,615
51.04583,-103.0708,611
51.04583,-103.0208,602
51.04583,-102.9708,588
51.04583,-102.9208,579
51.04583,-102.8708,572
51.04583,-102.8208,563
51.04583,-102.7708,552
51.04583,-102.7208,543
51.04583,-102.6708,536
51.04583,-102.6208,528
51.04583,-102.5708,521
51.04583,-102.5208,515
51.04583,-102.4708,511
51.04583,-102.4208,511
51.04583,-102.3708,515
51.04583,-102.3208,519
51.04583,-102.2708,518
51.04583,-102.2208,513
51.04583,-102.1708,512
51.04583,-102.1208,518
51.04583,-102.0708,523
51.04583,-102.0208,524
51.04583,-101.9708,524
51.04583,-101.9208,524
51.04583,-101.8708,522
51.04583,-101.8208,521
51.04583,-101.7708,519
51.04583,-101.7208,516
51.04583,-101.6708,512
51.04583,-101.6208,506
51.04583,-101.5708,497
51.04583,-101.5208,490
51.04583,-101.4708,479
51.04583,-101.4208,432
51.04583,-101.3708,478
51.04583,-101.3208,465
51.04583,-101.2708,513
51.04583,-101.2208,584
51.04583,-101.1708,611
51.04583,-101.1208,610
51.04583,-101.0708,583
51.04583,-101.0208,552
51.04583,-100.9708,522
51.04583,-100.9208,556
51.04583,-100.8708,575
51.04583,-100.8208,550
51.04583,-100.7708,516
51.04583,-100.7208,487
51.04583,-100.6708,464
51.04583,-100.6208,465
51.04583,-100.5708,454
51.04583,-100.5208,439
51.04583,-100.4708,435
51.04583,-100.4208,432
51.04583,-100.3708,412
51.04583,-100.3208,394
51.04583,-100.2708,374
51.04583,-100.2208,367
51.04583,-100.1708,345
51.04583,-100.1208,350
51.04583,-100.0708,348
51.04583,-100.0208,319
51.04583,-99.97083,315
51.04583,-99.92083,295
51.04583,-99.87083,288
51.04583,-99.82083,282
51.04583,-99.77084,272
51.04583,-99.72083,272
51.04583,-99.67083,271
51.04583,-99.62083,271
51.04583,-99.57083,269
51.04583,-99.52084,269
51.04583,-99.47083,269
51.04583,-99.42083,266
51.04583,-99.37083,271
51.04583,-99.32083,276
51.04583,-99.27084,278
51.04583,-99.22083,275
51.04583,-99.17083,273
51.04583,-99.12083,267
51.04583,-99.07083,259
51.04583,-99.02084,250
51.04583,-98.97083,247
51.04583,-98.92083,247
51.04583,-98.87083,248
51.04583,-98.82083,247
51.04583,-98.77084,248
51.04583,-98.72083,248
51.04583,-98.67083,249
51.04583,-98.62083,247
51.04583,-98.57083,246
51.04583,-98.52084,247
51.04583,-98.47083,249
51.04583,-98.42083,250
51.04583,-98.37083,253
51.04583,-98.32083,258
51.04583,-98.27084,264
51.04583,-98.22083,269
51.04583,-98.17083,275
51.04583,-98.12083,279
51.04583,-98.07083,280
51.04583,-98.02084,279
51.04583,-97.97083,280
51.04583,-97.92083,281
51.04583,-97.87083,281
51.04583,-97.82083,276
51.04583,-97.77084,270
51.04583,-97.72083,268
51.04583,-97.67083,266
51.04583,-97.62083,265
51.04583,-97.57083,264
51.04583,-97.52084,262
51.04583,-97.47083,261
51.04583,-97.42083,254
51.04583,-97.37083,237
51.04583,-97.32083,237
51.04583,-97.27084,234
51.04583,-97.22083,231
51.04583,-97.17083,228
51.04583,-97.12083,227
51.04583,-97.07083,227
51.04583,-97.02084,224
51.04583,-96.97083,218
51.04583,-96.92083,216
51.04583,-96.87083,216
51.04583,-96.82083,225
51.04583,-96.77084,223
51.04583,-96.72083,228
51.04583,-96.67083,216
51.04583,-96.62083,216
51.04583,-96.57083,216
51.04583,-96.52084,216
51.04583,-96.47083,216
51.04583,-96.42083,216
51.04583,-96.37083,227
51.04583,-96.32083,237
51.04583,-96.27084,247
51.04583,-96.22083,255
51.04583,-96.17083,262
51.04583,-96.12083,266
51.04583,-96.07083,264
51.04583,-96.02084,273
51.04583,-95.97083,271
51.04583,-95.92083,278
51.04583,-95.87083,285
51.04583,-95.82083,264
51.04583,-95.77084,248
51.04583,-95.72083,260
51.04583,-95.67083,260
51.04583,-95.62083,300
51.04583,-95.57083,301
51.04583,-95.52084,287
51.04583,-95.47083,308
51.04583,-95.42083,320
51.04583,-95.37083,320
51.04583,-95.32083,327
51.04583,-95.27084,340
51.04583,-95.22083,340
51.04583,-95.17083,340
51.04583,-95.12083,340
51.04583,-95.07083,360
51.04583,-95.02084,360
51.04583,-94.97083,355
51.04583,-94.92083,338
51.04583,-94.87083,360
51.04583,-94.82083,380
51.04583,-94.77084,360
51.04583,-94.72083,360
51.04583,-94.67083,380
51.04583,-94.62083,400
51.04583,-94.57083,380
51.04583,-94.52084,390
51.04583,-94.47083,394
51.04583,-94.42083,407
51.04583,-94.37083,402
51.04583,-94.32083,400
51.04583,-94.27084,387
51.04583,-94.22083,356
51.04583,-94.17083,355
51.04583,-94.12083,360
51.04583,-94.07083,380
51.04583,-94.02084,380
51.04583,-93.97083,357
51.04583,-93.92083,355
51.04583,-93.87083,355
51.04583,-93.82083,355
51.04583,-93.77084,359
51.04583,-93.72083,361
51.04583,-93.67083,385
51.04583,-93.62083,383
51.04583,-93.57083,362
51.04583,-93.52084,400
51.04583,-93.47083,400
51.04583,-93.42083,381
51.04583,-93.37083,410
51.04583,-93.32083,420
51.04583,-93.27084,392
51.04583,-93.22083,400
51.04583,-93.17083,403
51.04583,-93.12083,390
51.04583,-93.07083,400
51.04583,-93.02084,412
51.04583,-92.97083,387
51.04583,-92.92083,385
51.04583,-92.87083,399
51.04583,-92.82083,406
51.04583,-92.77084,405
51.04583,-92.72083,408
51.04583,-92.67083,402
51.04583,-92.62083,400
51.04583,-92.57083,399
51.04583,-92.52084,395
51.04583,-92.47083,394
51.04583,-92.42083,402
51.04583,-92.37083,444
51.04583,-92.32083,446
51.04583,-92.27084,429
51.04583,-92.22083,440
51.04583,-92.17083,447
51.04583,-92.12083,447
51.04583,-92.07083,433
51.04583,-92.02084,436
51.04583,-91.97083,445
51.04583,-91.92083,423
51.04583,-91.87083,416
51.04583,-91.82083,414
51.04583,-91.77084,433
51.04583,-91.72083,409
51.04583,-91.67083,393
51.04583,-91.62083,377
51.04583,-91.57083,379
51.04583,-91.52084,378
51.04583,-91.47083,376
51.04583,-91.42083,375
51.04583,-91.37083,375
51.04583,-91.32083,375
51.04583,-91.27084,374
51.04583,-91.22083,374
51.04583,-91.17083,374
51.04583,-91.12083,373
51.04583,-91.07083,374
51.04583,-91.02084,374
51.04583,-90.97083,374
51.04583,-90.92083,373
51.04583,-90.87083,373
51.04583,-90.82083,373
51.04583,-90.77084,373
51.04583,-90.72083,373
51.04583,-90.67083,373
51.04583,-90.62083,373
51.04583,-90.57083,377
51.04583,-90.52084,379
51.04583,-90.47083,374
51.04583,-90.42083,373
51.04583,-90.37083,374
51.04583,-90.32083,376
51.04583,-90.27084,376
51.04583,-90.22083,375
51.04583,-90.17083,373
51.04583,-90.12083,376
51.04583,-90.07083,377
51.04583,-90.02084,405
51.09583,-112.4958,906
51.09583,-112.4458,905
51.09583,-112.3958,908
51.09583,-112.3458,884
51.09583,-112.2958,819
51.09583,-112.2458,813
51.09583,-112.1958,792
51.09583,-112.1458,777
51.09583,-112.0958,758
51.09583,-112.0458,735
51.09583,-111.9958,683
51.09583,-111.9458,701
51.09583,-111.8958,737
51.09583,-111.8458,744
51.09583,-111.7958,730
51.09583,-111.7458,732
51.09583,-111.6958,721
51.09583,-111.6458,744
51.09583,-111.5958,745
51.09583,-111.5458,732
51.09583,-111.4958,723
51.09583,-111.4458,728
51.09583,-111.3958,730
51.09583,-111.3458,733
51.09583,-111.2958,738
51.09583,-111.2458,727
51.09583,-111.1958,744
51.09583,-111.1458,749
51.09583,-111.0958,762
51.09583,-111.0458,761
51.09583,-110.9958,765
51.09583,-110.9458,747
51.09583,-110.8958,732
51.09583,-110.8458,764
51.09583,-110.7958,771
51.09583,-110.7458,792
51.09583,-110.6958,762
51.09583,-110.6458,763
51.09583,-110.5958,793
51.09583,-110.5458,823
51.09583,-110.4958,823
51.09583,-110.4458,792
51.09583,-110.3958,762
51.09583,-110.3458,758
51.09583,-110.2958,724
51.09583,-110.2458,710
51.09583,-110.1958,747
51.09583,-110.1458,747
51.09583,-110.0958,746
51.09583,-110.0458,718
51.09583,-109.9958,727
51.09583,-109.9458,704
51.09583,-109.8958,699
51.09583,-109.8458,726
51.09583,-109.7958,671
51.09583,-109.7458,602
51.09583,-109.6958,647
51.09583,-109.6458,695
51.09583,-109.5958,687
51.09583,-109.5458,689
51.09583,-109.4958,691
51.09583,-109.4458,692
51.09583,-109.3958,697
51.09583,-109.3458,701
51.09583,-109.2958,699
51.09583,-109.2458,688
51.09583,-109.1958,671
51.09583,-109.1458,678
51.09583,-109.0958,698
51.09583,-109.0458,732
51.09583,-108.9958,698
51.09583,-108.9458,685
51.09583,-108.8958,680
51.09583,-108.8458,680
51.09583,-108.7958,671
51.09583,-108.7458,671
51.09583,-108.6958,671
51.09583,-108.6458,671
51.09583,-108.5958,647
51.09583,-108.5458,629
51.09583,-108.4958,621
51.09583,-108.4458,602
51.09583,-108.3958,579
51.09583,-108.3458,636
51.09583,-108.2958,733
51.09583,-108.2458,741
51.09583,-108.1958,707
51.09583,-108.1458,597
51.09583,-108.0958,575
51.09583,-108.0458,654
51.09583,-107.9958,725
51.09583,-107.9458,701
51.09583,-107.8958,671
51.09583,-107.8458,607
51.09583,-107.7958,614
51.09583,-107.7458,678
51.09583,-107.6958,710
51.09583,-107.6458,678
51.09583,-107.5958,707
51.09583,-107.5458,730
51.09583,-107.4958,732
